Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Sep 1999,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),404454854,IE00BY7QL619,JCI,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Leo Dennis Kozlowski,434848175,Chairman/President/CEO,DE,4333,471981,476314,524084
Sep 1999,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),404454854,IE00BY7QL619,JCI,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Jerry R Boggess,434968186,Division President,DE,3697,20415,24112,47604
Sep 1999,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),404454854,IE00BY7QL619,JCI,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Neil R Garvey,434998186,Executive Officer,DE,2252,15448,17700,33090
Sep 1999,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),404454854,IE00BY7QL619,JCI,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Richard (Rich) J Meelia,435148206,Division President,DE,3036,67077,70113,74925
Sep 1999,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),404454854,IE00BY7QL619,JCI,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Mark H Swartz,435178206,VP/CFO,DE,2238,214656,216894,183426
Apr 1999,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Professor William (Bill) Wallace George,217099383,Chairman/CEO,DE,1062,6756,7818,118092
Apr 1999,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Arthur (Art) Dunnicliffe Collins Jr,427047444,President/COO,DE,1063,4934,5996,61800
Apr 1999,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Doctor Glen David Nelson,427077455,Vice Chairman (Executive),DE,498,5327,5826,54881
Apr 1999,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,William (Bill) N Erickson,427097455,Division Senior VP,DE,384,2279,2664,25938
Apr 1999,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Robert L Ryan,427287477,Senior VP/CFO,DE,367,2894,3261,20585
Dec 1999,NOKIA OYJ,298145994,"FI0009000681, US6549022043","NOA3, NOAA, NOK, NOKIA, NOKIA SEK","Euro Stoxx 50, OMX Helsinki 25",Telecommunication Services,Finland,Jorma Jaakko Ollila,12492235,Chairman/CEO,DE,1106,n.a,1106,n.a
Dec 1999,NOKIA OYJ,298145994,"FI0009000681, US6549022043","NOA3, NOAA, NOK, NOKIA, NOKIA SEK","Euro Stoxx 50, OMX Helsinki 25",Telecommunication Services,Finland,Pekka Juhani Ala-Pietilä,170815044,President,DE,607,n.a,607,n.a
Dec 1999,TELENOR ASA,390082062,NO0010063308,"TEL, TEQ","EURONEXT 100, OBX",Telecommunication Services,Norway,Tormod Hermansen,332439201,President,DE,191,n.a,191,n.a
Dec 1999,UNILEVER PLC,406635153,"GB00B10RZP78, US9047677045","UL, ULVR, UNA","AEX, EURONEXT 100, FTSE 100, Stoxx Europe 50",Food Producers & Processors,United Kingdom - England,Doctor Herman Onno Ruding,130878739,Advisory Director,DE,36,n.a,36,n.a
