Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Aug 2001,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Joe W Forehand Jr,1609338155,Chairman/CEO,DE,5822,n.a,5822,17
Aug 2001,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,William (Bill) D Green,1609458155,Division Group Chief Executive,DE,3648,n.a,3648,n.a
Aug 2001,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Stephan (Steve) A James,1609508155,COO,DE,4922,n.a,4922,n.a
Aug 2001,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Jackson (Jack) L Wilson Jr,1609998165,Corporate Development Officer,DE,4834,n.a,4834,n.a
Aug 2001,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Michael (Mike) G McGrath,3500725763,Managing Partner/Treasurer,DE,4738,n.a,4738,n.a
Dec 2001,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Doctor Allen Y Chao,1594258011,Chairman/President/CEO,DE,945,5993,6937,43329
Dec 2001,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Michael Edward Boxer,2288253009,Senior VP/CFO,DE,403,1617,2020,591
Dec 2001,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Robert (Rob) Carroll Funsten,2288273009,Senior VP/General Counsel/Secretary,DE,365,1587,1952,6684
Dec 2001,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Doctor Charles D Ebert,2288303009,Senior VP - Research & Development,DE,315,677,992,8245
Dec 2001,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Donald (Don) A Britt Sr,2288333009,Division Senior VP,DE,413,1322,1735,3819
