Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Aug 2019,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Julie Spellman Sweet,11231503251,Regional CEO,DE,1034,6821,7855,7450
Aug 2019,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Richard Andrew Lumb,11462423733,Division Chief Executive,DE,n.a,n.a,n.a,n.a
Aug 2019,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,K C McClure,22079154503,CFO,DE,711,3253,3964,6004
Aug 2019,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,David P Rowland,5419793059,Interim CEO,DE,1034,18083,19116,5921
Aug 2019,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Alexander (Sander) M van't Noordende,5495194538,Division Group Chief Executive,DE,1034,6311,7344,17077
Dec 2019,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,Lucia Veiga Moretti,11862764486,Senior VP/Regional President,DE,378,1082,1459,5058
Dec 2019,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,Timothy (Tim) P Eckersley,14146587477,Senior VP/Regional President,DE,464,1588,2052,8367
Dec 2019,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,Jeffrey (Jeff) N Braun,14583467938,Senior VP/General Counsel/Chief Compliance Officer/Secretary,DE,429,1404,1833,3891
Dec 2019,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,David (Dave) D Petratis,3511255900,Chairman/President/CEO,DE,879,8899,9778,59840
Dec 2019,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,Patrick S Shannon,6647946243,Senior VP/CFO,DE,553,2655,3209,15372
