Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Greg Scheu,11084832907,Head of Business,DE,1203,755,1958,2883
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Francis (Frank) Duggan,11260893321,Head of Division,DE,1096,779,1875,4187
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Tarak Mehta,11396653607,Executive VP/Division President,DE,1246,779,2025,4154
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Claudio Facchin,13220096409,Division Global President,DE,95,690,785,1092
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Eric Albert Elzvik,13356506583,Group CFO,DE,1272,838,2110,1284
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Pekka Tiitinen,13860527164,Division President,DE,337,690,1027,1159
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Bernhard Jucker,336979554,Head of Division,DE,1579,1074,2653,7762
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Doctor Ulrich Spiesshofer,52135811958,President/CEO,DE,1987,2461,4447,9306
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Veli-Matti Reinikkala,52145811965,Head of Division,DE,1257,477,1734,6013
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Diane Marie De Milhe De Saint Victor,5390182268,General Counsel/Company Secretary,DE,1633,3860,5493,8037
Dec 2013,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Jean-Christophe Deslarzes,5775618021,Chief Human Resource Officer,DE,177,2351,2528,2351
Aug 2013,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Richard Andrew Lumb,11462423733,Division Group Chief Executive,DE,736,2993,3729,12845
Aug 2013,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Martin (Marty) I Cole,4809608691,Division Group Chief Executive,DE,860,2639,3498,11400
Aug 2013,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Stephen (Steve) J Rohleder,4809868701,Division Group Chief Executive,DE,860,2900,3760,6737
Aug 2013,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Pierre Nanterme,52735012382,Chairman/CEO,DE,852,13975,14827,39471
Aug 2013,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,David P Rowland,5419793059,CFO,DE,819,1559,2378,3946
Dec 2013,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Robert A Stewart,11062252828,President - Operations,DE,463,3396,3859,5156
Dec 2013,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Doctor Sigurdur (Siggi) Oli Olafsson,11379933565,Division President,DE,533,3539,4072,8846
Dec 2013,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,George (Fred) Frederick Wilkinson,3487905595,Division President,DE,472,3100,3572,2107
Dec 2013,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Robert Todd Joyce,5384522062,Global CFO,DE,404,2924,3328,566
Dec 2013,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Paul M Bisaro,742215214,Chairman/President/CEO,DE,1881,10373,12253,49497
Dec 2013,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Michael (Mike) J O'Connor,11814094398,Division CEO,DE,580,9676,10256,28010
Dec 2013,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Gregory (Greg) Clarence Case,3796278940,President/CEO,DE,1087,20093,21180,159922
Dec 2013,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Kristi A Savacool,4834938930,Division CEO,DE,580,4763,5343,13652
Dec 2013,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Christina (Christa) Margaret Davies,5897999173,CFO/Executive VP - Finance,DE,580,6837,7417,45431
Dec 2013,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Stephen (Steve) Phillip McGill,709012555,Group President,DE,797,9048,9845,61667
Dec 2013,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,Majdi B Abulaban,11892344520,Senior VP/Division President,DE,349,2233,2582,4145
Dec 2013,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,Kevin P Clark,29958410959,Executive VP/CFO,DE,942,6498,7440,17569
Dec 2013,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,Rodney O'Neal,72293657,President/CEO/Principal Executive Officer,DE,1267,15925,17192,42441
Dec 2013,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,James A Spencer,729212984,Executive VP/Regional President,DE,501,6027,6527,15717
Dec 2013,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,Jeffrey (Jeff) J Owens,734664049,Executive VP/Chief Technology Officer,DE,449,4325,4774,12088
Dec 2013,BBGI GLOBAL INFRASTRUCTURE SA (BBGI Sicav SA prior to 10/2020),181058211039,LU0686550053,BBGI,FTSE 250,Investment Companies,Luxembourg,Frank Manfred Schramm,12488065451,Co-CEO,DE,534,125,659,368
Dec 2013,BBGI GLOBAL INFRASTRUCTURE SA (BBGI Sicav SA prior to 10/2020),181058211039,LU0686550053,BBGI,FTSE 250,Investment Companies,Luxembourg,Duncan Ball,12488075451,Co-CEO,DE,754,176,930,419
Dec 2013,BBGI GLOBAL INFRASTRUCTURE SA (BBGI Sicav SA prior to 10/2020),181058211039,LU0686550053,BBGI,FTSE 250,Investment Companies,Luxembourg,Michael Denny,13078536231,CFO,DE,218,n.a,218,49
Dec 2013,BELLZONE MINING PLC (De-listed 01/2019),170070410154,JE00B3N0SJ29,BZM,,Mining,Jersey,Graham Carmichael Fyfe,11691174181,COO,DE,305,205,510,62
Dec 2013,BELLZONE MINING PLC (De-listed 01/2019),170070410154,JE00B3N0SJ29,BZM,,Mining,Jersey,Michel Rinaldi,13530056790,Regional MD - Operations,DE,251,82,332,82
Dec 2013,BWIN.PARTY DIGITAL ENTERTAINMENT PLC (PartyGaming PLC prior to 04/2011) (De-listed 02/2016),6495773953,GI000A0MV757,BPTY,,Leisure & Hotels,Gibraltar,Joachim Baca,11705724200,COO,DE,22,n.a,22,n.a
Dec 2013,CALEDONIA MINING CORPORATION PLC (Caledonia Mining Corp prior to 03/2016),92489191,JE00BF0XVB15,CMCL,FTSE AIM,Mining,Jersey,Caxton Mangezi,11379503565,Division General Manager,DE,207,n.a,207,n.a
Dec 2013,CALEDONIA MINING CORPORATION PLC (Caledonia Mining Corp prior to 03/2016),92489191,JE00BF0XVB15,CMCL,FTSE AIM,Mining,Jersey,Stefan E Hayden,52047111891,President/CEO,DE,331,n.a,331,576
Dec 2013,CALEDONIA MINING CORPORATION PLC (Caledonia Mining Corp prior to 03/2016),92489191,JE00BF0XVB15,CMCL,FTSE AIM,Mining,Jersey,Steven (Steve) Roy Curtis,5397632488,CFO/VP - Finance,DE,224,n.a,224,180
Dec 2013,CALEDONIA MINING CORPORATION PLC (Caledonia Mining Corp prior to 03/2016),92489191,JE00BF0XVB15,CMCL,FTSE AIM,Mining,Jersey,John Mark Learmonth,5853838778,Vice President - Corporate Development/Investor Relations,DE,122,n.a,122,121
Dec 2013,CALEDONIA MINING CORPORATION PLC (Caledonia Mining Corp prior to 03/2016),92489191,JE00BF0XVB15,CMCL,FTSE AIM,Mining,Jersey,Doctor Trevor Pearton,6408301708,Vice President - Exploration,DE,110,n.a,110,7
Dec 2013,CAPE PLC (De-listed 10/2017),947210645,JE00B5SJJD95,CIU,,Business Services,Jersey,Michael James Speakman,20511911749,CFO,DE,382,631,1013,748
Dec 2013,CAPE PLC (De-listed 10/2017),947210645,JE00B5SJJD95,CIU,,Business Services,Jersey,Johnathan (Joe) Mark Oatley,4907709572,Group CEO,DE,502,828,1330,1332
Dec 2013,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Evan G Greenberg,416796384,Chairman/President/CEO,DE,5398,12444,17842,137959
Dec 2013,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Philip V Bancroft,4949812612,CFO/Principal Financial Officer,DE,1337,1672,3008,29429
Dec 2013,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,John W Keogh,52260712047,Vice Chairman/COO,DE,2121,3435,5555,22878
Dec 2013,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,John J Lupica,6801687959,Vice Chairman/Division Chairman,DE,1619,2118,3737,15339
Dec 2013,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Doctor Sean Ringsted,6842208357,Chief Risk Officer/Chief Actuary,DE,901,627,1528,16120
Dec 2013,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,John Franklin Brock III,1360512128,Chairman/CEO,DE,5417,10901,16318,181075
Dec 2013,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,Manik (Nik) Jhangiani,4876629302,Senior VP/CFO,DE,359,1865,2224,2811
Dec 2013,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,William (Bill) W Douglas III,4886559392,Executive VP - Supply Chain,DE,409,2537,2946,28562
Dec 2013,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,John R Parker Jr,5796810767,Senior VP/General Counsel,DE,2396,1681,4077,11918
Dec 2013,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,Hubert Patricot,6835018287,Executive VP/Regional President,DE,414,2479,2893,24068
