Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Bernhard Jucker,336979554,Head of Division,DE,1157,1341,2498,3644
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Michel Roger Demaré,3548356371,CFO,DE,1793,2165,3958,8840
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Gary Glachan Steel,408735436,Head of HR,DE,1008,1140,2149,4902
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Joseph (Joe) M Hogan,414786166,CEO,DE,1890,4210,6100,12582
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Doctor Ulrich Spiesshofer,52135811958,Head of Corporate Development,DE,959,1083,2041,3813
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Tom Eric Sjökvist,52144711965,Head of Division,DE,988,1131,2119,5023
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Veli-Matti Reinikkala,52145811965,Head of Division,DE,860,1068,1928,3037
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Anders Jonsson,52146011965,Head of Division,DE,684,859,1542,4348
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Peter Leupp,53395112837,Head of Systems,DE,921,1100,2021,4993
Dec 2009,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Diane Marie De Milhe De Saint Victor,5390182268,General Counsel/Company Secretary,DE,962,1084,2046,3734
