Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Doctor Brice Koch,10658021477,Head of Marketing,DE,1302,605,1907,2168
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Tarak Mehta,11396653607,Executive VP/Division President,DE,1155,534,1690,2763
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Bernhard Jucker,336979554,Head of Division,DE,1654,665,2319,4532
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Michel Roger Demaré,3548356371,CFO,DE,2094,981,3075,9711
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Gary Glachan Steel,408735436,Head of HR,DE,1400,563,1963,5363
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Joseph (Joe) M Hogan,414786166,CEO,DE,4420,5087,9506,15034
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Doctor Ulrich Spiesshofer,52135811958,Head of Division,DE,1424,678,2102,4636
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Veli-Matti Reinikkala,52145811965,Head of Division,DE,1032,444,1475,3631
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Peter Leupp,53395112837,Head of Systems,DE,1344,n.a,1344,3566
Dec 2011,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Diane Marie De Milhe De Saint Victor,5390182268,General Counsel/Company Secretary,DE,1309,590,1899,4723
Aug 2011,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Pamela (Pam) J Craig,1074955941,CFO,DE,823,4681,5504,13304
Aug 2011,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,William (Bill) D Green,1609458155,Chairman (Executive),DE,865,13743,14608,35618
Aug 2011,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Kevin M Campbell,2282902854,Division Group Chief Executive,DE,814,4715,5530,11087
Aug 2011,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Robert (Bob) N Frerichs,4809878701,Regional Chief Executive,DE,876,2236,3112,5119
Aug 2011,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Pierre Nanterme,52735012382,CEO,DE,800,7585,8384,13509
Aug 2011,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Alexander (Sander) M van't Noordende,5495194538,Division Chief Executive,DE,895,3055,3950,7657
Dec 2011,AIR LIQUIDE SA,28785060,FR0000120073,AI,"CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Chemicals,France,Pierre Dufour,4868699228,Senior Executive VP,DE,1340,4779,6119,17210
Dec 2011,AIR LIQUIDE SA,28785060,FR0000120073,AI,"CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Chemicals,France,Benoît Potier,952610975,Chairman/CEO,DE,2650,8411,11061,40806
Dec 2011,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Doctor Sigurdur (Siggi) Oli Olafsson,11379933565,Division Executive VP,DE,779,1630,2409,5072
Dec 2011,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,George (Fred) Frederick Wilkinson,3487905595,Division Executive VP,DE,479,1501,1980,5304
Dec 2011,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,David A Buchen,3627667277,Executive VP/General Counsel/Secretary,DE,418,1493,1912,8249
Dec 2011,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Robert Todd Joyce,5384522062,Executive VP/CFO,DE,365,1445,1811,6727
Dec 2011,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Paul M Bisaro,742215214,President/CEO,DE,892,5336,6228,43434
Dec 2011,AMINEX PLC (Eglington Exploration PLC prior to 07/1991),43533321,IE0003073255,AEX,,Oil & Gas,Republic Of Ireland,Antonio (Tony) Guadalupe Prado,1346511298,Division President,DE,165,n.a,165,137
Dec 2011,AMINEX PLC (Eglington Exploration PLC prior to 07/1991),43533321,IE0003073255,AEX,,Oil & Gas,Republic Of Ireland,Michael (Mike) Christian Pereira-Rego,2444455665,Exploration Director,DE,158,n.a,158,126
Dec 2011,AMINEX PLC (Eglington Exploration PLC prior to 07/1991),43533321,IE0003073255,AEX,,Oil & Gas,Republic Of Ireland,Didier Marcel Murcia,3556106459,COO,DE,n.a,n.a,n.a,n.a
Dec 2011,AMINEX PLC (Eglington Exploration PLC prior to 07/1991),43533321,IE0003073255,AEX,,Oil & Gas,Republic Of Ireland,Lawrence Stuard Detmer,3693907969,CEO,DE,75,886,961,886
Dec 2011,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Gregory (Greg) Clarence Case,3796278940,President/CEO,DE,1159,13425,14584,90388
Dec 2011,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Kristi A Savacool,4834938930,Division Co-CEO,DE,668,2103,2771,2103
Dec 2011,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Christina (Christa) Margaret Davies,5897999173,CFO/Executive VP - Finance,DE,618,4915,5533,19424
Dec 2011,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Gregory (Greg) J Besio,6466353366,Executive VP/Chief Human Resources Officer,DE,502,2628,3131,22525
Dec 2011,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Stephen (Steve) Phillip McGill,709012555,Division Chairman/CEO,DE,850,13906,14756,34973
Dec 2011,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,François Pierson,1358312003,Head of Property,DE,1674,1147,2821,1147
Dec 2011,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Henri de la Croix de Castries,210988911,Chairman/CEO,DE,3064,2523,5586,18789
Dec 2011,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Denis Pierre Duverne,215409256,Deputy CEO,DE,1973,2064,4037,9518
Dec 2011,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Jacques M de Vaucleroy,3608217060,Regional CEO,DE,1881,1009,2891,1009
Dec 2011,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Mark Pearson,3745378466,Division President/CEO,DE,2048,1147,3195,1147
Dec 2011,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Nicolas Jean Moreau,52674512339,Division CEO,DE,1569,1009,2578,1009
Dec 2011,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Peter Stephen Kraus,6600645623,Division Chairman/Division CEO,DE,198,n.a,198,n.a
Dec 2011,BANK OF IRELAND GROUP PLC,78799090,"IE0000730790, IE0000730808, IE00BD1RP616","BIRG, DD7D, DD7E",ISEQ OVERALL,Banks,Republic Of Ireland,John Patrick O'Donovan,3459710230,Group CFO,DE,550,n.a,550,19
Dec 2011,BANK OF IRELAND GROUP PLC,78799090,"IE0000730790, IE0000730808, IE00BD1RP616","BIRG, DD7D, DD7E",ISEQ OVERALL,Banks,Republic Of Ireland,Desmond (Des) Edward Crowley,53057012604,Division CEO,DE,261,n.a,261,n.a
