Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Dec 2004,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Dinesh Chandra Paliwal,13002880,Executive VP,DE,756,422,1178,2464
Dec 2004,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Juergen Dormann,164374162,Chairman/President/CEO,DE,2487,357,2844,3042
Dec 2004,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Peter Smits,209058759,Executive VP,DE,848,433,1281,2211
Dec 2004,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Gary Glachan Steel,408735436,Head of HR,DE,643,341,984,1642
Dec 2004,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Manfred (Fred) Kindle,80099940,CEO Designate,DE,258,499,757,508
Aug 2004,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Joe W Forehand Jr,1609338155,Chairman/CEO,DE,1714,5329,7043,5350
Aug 2004,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,William (Bill) D Green,1609458155,Division COO,DE,1428,n.a,1428,n.a
Aug 2004,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Stephan (Steve) A James,1609508155,Deputy Chairman/COO,DE,1646,n.a,1646,n.a
Aug 2004,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Jackson (Jack) L Wilson Jr,1609998165,Division CEO,DE,1413,n.a,1413,70
Aug 2004,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Richard (Tim) Timothy Breene,3574856681,Chief Strategy Officer,DE,1379,n.a,1379,n.a
