Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Apr 2023,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Karen L Parkhill,11769844309,Executive VP/CFO,DE,911,6732,7643,31635
Apr 2023,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Geoffrey (Geoff) Straub Martha,11852274451,Chairman/CEO,DE,1225,17790,19016,62352
Apr 2023,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Robert (Rob) J ten Hoedt,11852284451,Executive VP/Regional President,DE,1177,4553,5730,22009
Apr 2023,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Sean Salmon,23012285900,Executive VP/Division President,DE,867,5332,6199,20949
Apr 2023,MEDTRONIC PLC (Medtronic Inc prior to 01/2015),272961619,IE00BTN1Y115,MDT,"S&P 100, S&P 500",Health,Republic Of Ireland,Robert (Bob) John White,3490575637,Executive VP/Division President,DE,795,5373,6167,25173
Mar 2023,STERIS PLC (STERIS Corp prior to 11/2015),3775412368,IE00BFY8C754,STE,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,John Adam Zangerle III,14562527917,Senior VP/General Counsel/Company Secretary,DE,507,2122,2629,19553
Mar 2023,STERIS PLC (STERIS Corp prior to 11/2015),3775412368,IE00BFY8C754,STE,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Daniel (Dan) A Carestio,180117710967,President/CEO,DE,895,9215,10110,35595
Mar 2023,STERIS PLC (STERIS Corp prior to 11/2015),3775412368,IE00BFY8C754,STE,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Cary L Majors,22547905244,Senior VP/Division President,DE,443,1377,1819,8890
Mar 2023,STERIS PLC (STERIS Corp prior to 11/2015),3775412368,IE00BFY8C754,STE,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Mary Clare Fraser,25715478864,Senior VP/Chief Human Resources Officer,DE,407,1290,1697,4376
Mar 2023,STERIS PLC (STERIS Corp prior to 11/2015),3775412368,IE00BFY8C754,STE,S&P 500,Electronic & Electrical Equipment,Republic Of Ireland,Michael (Mike) Joseph Tokich,53373412823,Senior VP/CFO,DE,590,3297,3888,28961
