Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Bernhard Jucker,336979554,Head of Division,DE,1120,833,1953,4724
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Michel Roger Demaré,3548356371,CFO,DE,1350,1320,2670,5696
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Gary Glachan Steel,408735436,Head of HR,DE,968,703,1671,3394
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Joseph (Joe) M Hogan,414786166,CEO,DE,423,5731,6153,6011
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Doctor Ulrich Spiesshofer,52135811958,Head of Corporate Development,DE,923,667,1590,2549
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Tom Eric Sjökvist,52144711965,Head of Division,DE,977,705,1682,4554
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Veli-Matti Reinikkala,52145811965,Head of Division,DE,857,598,1456,4393
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Anders Jonsson,52146011965,Head of Division,DE,735,1650,2385,5722
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Peter Leupp,53395112837,Head of Systems,DE,962,702,1664,4430
Dec 2008,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Diane Marie De Milhe De Saint Victor,5390182268,General Counsel/Company Secretary,DE,917,666,1583,2389
Aug 2008,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Pamela (Pam) J Craig,1074955941,CFO,DE,884,2902,3785,3095
Aug 2008,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,William (Bill) D Green,1609458155,Chairman/CEO,DE,1057,8230,9286,17444
Aug 2008,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Karl-Heinz Flöther,1609968165,Division Group Chief Executive,DE,1114,3313,4427,10985
Aug 2008,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Stephen (Steve) J Rohleder,4809868701,COO,DE,927,3443,4370,8463
Aug 2008,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Robert (Bob) N Frerichs,4809878701,Chief Risk Officer,DE,970,2420,3390,4741
Dec 2008,AIR LIQUIDE SA,28785060,FR0000120073,AI,"CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Chemicals,France,Doctor Klaus-Jürgen Schmieder,24892663,Senior Executive VP,DE,1268,1468,2736,7447
Dec 2008,AIR LIQUIDE SA,28785060,FR0000120073,AI,"CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Chemicals,France,Pierre Dufour,4868699228,Senior Executive VP,DE,593,1211,1804,3773
Jun 2008,ALFESCA HF (Sif HF prior to 02/2006) (De-listed 10/2009),8671745791,IS0000000461,A,,Food Producers & Processors,Iceland,Xavier Govare,6929429173,President/CEO,DE,911,n.a,911,2
Dec 2008,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,David A Buchen,3627667277,Senior VP/General Counsel/Secretary,DE,359,680,1039,1801
Dec 2008,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Edward (Ed) Francis Heimers Jr,52171311980,Executive VP/Division President,DE,328,527,855,1078
Dec 2008,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Mark William Durand,52246312039,Senior VP/CFO,DE,398,588,986,371
Dec 2008,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Thomas (Tom) R Russillo,53484112893,Executive VP/Division President,DE,564,947,1511,1889
Dec 2008,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Paul M Bisaro,742215214,President/CEO,DE,713,2116,2829,7756
May 2008,AMZ HLDGS PLC (Amazing Hldgs PLC prior to 06/2008) (De-listed 04/2010),91838810815,GB00B0RXB080,AMZ,,Leisure & Hotels,Isle Of Man,Carel (Carl) Johannes Burger,5933579492,Executive VP,DE,64,n.a,64,n.a
Dec 2008,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Gregory (Greg) Clarence Case,3796278940,President/CEO,DE,1070,12090,13161,49184
Dec 2008,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Ted T Devine,4895649465,Executive VP/Division Head,DE,641,5603,6243,19116
Dec 2008,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Andrew M Appel,52220312017,Division CEO,DE,649,5630,6279,18848
Dec 2008,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Christina (Christa) Margaret Davies,5897999173,CFO/Executive VP - Finance,DE,1249,3068,4317,7936
Dec 2008,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Stephen (Steve) Phillip McGill,709012555,Division Chairman/CEO,DE,726,5892,6618,17076
Dec 2008,AUDIODEV AB (De-listed 06/2009),57611426,SE0000708620,AUDV B,,Software & Computer Services,Sweden,Lars Christer Sjöström,3561606534,CEO,DE,175,n.a,175,30
Dec 2008,AUDIODEV AB (De-listed 06/2009),57611426,SE0000708620,AUDV B,,Software & Computer Services,Sweden,Doctor Rüdiger Mathias Kubitzek,6467893389,Executive Officer,DE,111,n.a,111,5
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,François Pierson,1358312003,Board Member - ED,DE,1436,3098,4534,6623
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Claude Brunet,189797095,COO,DE,1165,2594,3759,7586
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Henri de la Croix de Castries,210988911,Chairman (Executive),DE,2534,4323,6857,88422
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Denis Pierre Duverne,215409256,Group CFO,DE,1569,3458,5027,15552
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Christopher (Kip) Mark Condron,333649302,Board Member - ED,DE,677,7103,7780,19966
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Alfred Bouckaert,3670911696,Regional CEO,DE,1857,3298,5155,4601
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Doctor Frank W Keuper,3677511734,Division CEO,DE,1335,n.a,1335,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Mark Pearson,3745378466,Division CEO,DE,636,n.a,636,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Andrew (Andy) Richard Penn,3745428466,Division CEO,DE,1270,n.a,1270,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Eugene Teysen,3900609845,Regional CEO,DE,1082,n.a,1082,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Jean-Raymond Thierry Abat,52661612332,Regional CEO,DE,1016,n.a,1016,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Gerald (Jerry) M Lieberman,52673712339,Division President/COO,DE,2595,n.a,2595,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Nicolas Jean Moreau,52674512339,Division Chairman/CEO,DE,1278,n.a,1278,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Philippe Egger,53508312914,Division CEO,DE,718,n.a,718,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Dominique Jacques Carrel-Billiard,5893919145,Division CEO,DE,1082,n.a,1082,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Gérald Harlin,6400091319,Executive VP/Deputy CFO,DE,825,n.a,825,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,John Robert Dacey,771838427,Division CEO,DE,972,n.a,972,n.a
Dec 2008,AXA SA,61326472,"FR0000120628, US0545361075","AXAHY, CS","CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Insurance,France,Veronique Weill,8505962880,Group Executive VP - IT,DE,636,n.a,636,n.a
Dec 2008,BERKELEY TECHNOLOGY LTD (London Pacific Group Ltd prior to 06/2003) (De-listed 07/2011),2603412303,"GB0000942184, US5420731011",BEK,,Speciality & Other Finance,Jersey,Ian Kenneth Whitehead,4814678739,CFO/Principal Accounting Officer,DE,415,n.a,415,60
Dec 2008,BNP PARIBAS SA,813910735,FR0000131104,BNP,"CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Banks,France,Georges Chodron de Courcel,210098845,Co-COO,DE,2336,1437,3773,4484
Dec 2008,BNP PARIBAS SA,813910735,FR0000131104,BNP,"CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Banks,France,Jean Patrick Clamon,210178845,MD/Head of Division,DE,869,832,1701,3112
Dec 2008,BNP PARIBAS SA,813910735,FR0000131104,BNP,"CAC 40 , CAC ALL-TRADABLE, Euro Stoxx 50, EURONEXT 100, SBF 120 , Stoxx Europe 50",Banks,France,Jean-Laurent Bonnafé,4882759356,Co-COO,DE,186,n.a,186,388
Dec 2008,BOUYGUES SA,839512179,FR0000120503,EN,"CAC 40 , CAC ALL-TRADABLE, EURONEXT 100, SBF 120",Construction & Building Materials,France,Alain Pouyat,1109312426,Executive VP - Information Systems,DE,60,1781,1842,2668
Dec 2008,BOUYGUES SA,839512179,FR0000120503,EN,"CAC 40 , CAC ALL-TRADABLE, EURONEXT 100, SBF 120",Construction & Building Materials,France,Philippe P Montagner,118559090,Supervisor,DE,59,1781,1840,5072
