Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Dec 2000,ALLERGAN PLC (Actavis PLC prior to 06/2015) (De-listed 05/2020),422557002,IE00BY9D5467,AGN,,Pharmaceuticals and Biotechnology,Republic Of Ireland,Doctor Allen Y Chao,1594258011,Chairman/President/CEO,DE,810,8757,9567,54543
Dec 2000,ANDVORD TYBRING-GJEDDE ASA (C Tybring-Gjedde prior to 09/2005) (De-listed 11/2006),91208277,,,,Business Services,Norway,Thomas B Svensk,3485915566,President/CEO,DE,112,n.a,112,1263
Dec 2000,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Michael (Mike) D O'Halleran,437868447,President/COO,DE,1080,5320,6401,17371
Dec 2000,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Patrick (Pat) G Ryan,455089854,Chairman/CEO,DE,1215,8136,9352,301053
Dec 2000,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Harvey Norman Medvin,615812268,Executive VP/CFO,DE,594,2660,3254,41331
Dec 2000,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Michael A Conway,615972301,Senior VP,DE,459,1540,1999,3781
Dec 2000,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Raymond I Skilling,616812548,Executive VP/Chief Counsel,DE,589,2632,3221,17212
Dec 2000,AUDIODEV AB (De-listed 06/2009),57611426,SE0000708620,AUDV B,,Software & Computer Services,Sweden,Jan Barchan,3508025859,MD,DE,133,n.a,133,50020
Dec 2000,BERKELEY TECHNOLOGY LTD (London Pacific Group Ltd prior to 06/2003) (De-listed 07/2011),2603412303,"GB0000942184, US5420731011",BEK,,Speciality & Other Finance,Jersey,Arthur Irwin Trueger,88866308,Chairman (Executive),DE,3511,n.a,3511,199931
Dec 2000,BOSS MEDIA AB (De-listed 04/2008),833811869,SE0000488850,BOSS,,Software & Computer Services,Sweden,Johan Sigvardsson,3504815818,President/CEO/MD,DE,148,68,216,2261
Dec 2000,BROSTROM AB (Broström Van Ommeren Shipping AB prior to 07/2000) (De-listed 03/2009),88075523,SE0000254880,BRO B,,Diversified Industrials,Sweden,Bo Lennart Simonsson,30191111134,CEO/MD,DE,248,n.a,248,59
Dec 2000,CAPIO AB (De-listed 11/2006),948210710,,,,Health,Sweden,Per Gunnar Båtelson,30035411015,President/CEO,DE,293,n.a,293,242
Dec 2000,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Brian Duperreault,4786411544,Chairman/CEO,DE,3106,n.a,3106,91308
Dec 2000,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Doctor Donald (Don) J Kramer,4803311658,Vice Chairman,DE,1242,n.a,1242,56356
Dec 2000,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Dominic John Frederico,4814611734,President/COO,DE,2053,n.a,2053,27433
Dec 2000,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Dennis B Reding,4821411779,Division President/CEO,DE,1377,n.a,1377,12293
Dec 2000,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,John Robert Charman,503031951,Division CEO,DE,2718,n.a,2718,48279
Dec 2000,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,Summerfield K Johnston Jr,547458175,Chairman/CEO,DE,278,615,893,524270
Dec 2000,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,John Richard Alm,5782810670,President/COO,DE,1153,n.a,1153,46544
Dec 2000,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,Norman (Norm) P Findley III,5794010751,Executive VP - Mktg,DE,639,n.a,639,6204
Dec 2000,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,G David Van Houten Jr,5800710799,Senior VP/Division President,DE,505,n.a,505,8218
Dec 2000,COCA-COLA EUROPACIFIC PARTNERS PLC (Coca-Cola European Partners PLC prior to 05/2021),114545623,GB00BDCPN049,CCEP,"BCN GLOBAL 100, IGBM",Beverages,United Kingdom - England,Lowry Franklin Kline,5815210904,Vice Chairman,DE,582,216,798,14098
