Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Aug 2022,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Julie Spellman Sweet,11231503251,Chair/CEO,DE,1467,23437,24905,29578
Aug 2022,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Jean-Marc Ollagnier,11500633814,Regional CEO,DE,1408,8028,9437,59309
Aug 2022,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,K C McClure,22079154503,CFO,DE,1069,7250,8319,10431
Aug 2022,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,James (Jimmy) O Etheredge,22338004934,Regional CEO,DE,1069,7324,8393,5425
Aug 2022,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Gianfranco Casati,53394012837,Division CEO,DE,1142,7093,8235,7199
Dec 2022,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,Timothy (Tim) P Eckersley,14146587477,Senior VP - International,DE,488,1159,1647,8568
Dec 2022,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,Jeffrey (Jeff) N Braun,14583467938,Senior VP/General Counsel/Chief Compliance Officer/Secretary,DE,433,1233,1666,3927
Dec 2022,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,John H Stone,172339810340,President/CEO,DE,1616,9408,11024,10637
Dec 2022,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,Michael (Mike) J Wagnes,183890111259,Senior VP/CFO,DE,443,1455,1897,2934
Dec 2022,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,David (Dave) Steven Ilardi,26697969749,Senior VP,DE,389,968,1357,1193
Dec 2022,ALLEGION PLC,20894251619,IE00BFRT3W74,ALLE,S&P 500,Business Services,Republic Of Ireland,David (Dave) D Petratis,3511255900,Chairman (Executive),DE,n.a,n.a,n.a,n.a
Dec 2022,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Lisa J Stevens,11243363275,Executive VP/Chief People Officer/Division CEO,DE,934,5721,6655,18703
Dec 2022,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Darren Evan Zeidel,20874371526,Executive VP/General Counsel/Company Secretary,DE,841,3148,3988,17109
Dec 2022,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Gregory (Greg) Clarence Case,3796278940,CEO,DE,1401,30921,32321,272999
Dec 2022,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Christina (Christa) Margaret Davies,5897999173,CFO/Executive VP - Finance,DE,1167,13104,14271,106418
Dec 2022,AON PLC (Aon Corp prior to 04/2012),46966801,"GB00B5BT0K07, IE00BLP1HW54",AON,S&P 500,Insurance,Republic Of Ireland,Eric J Andersen,94276012612,President,DE,1167,10377,11544,83594
Dec 2022,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,William (Bill) T Presley,23678586741,Senior VP/COO/Division President,DE,683,2994,3677,5951
Dec 2022,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,Sophia M Velastegui,23695896754,Senior VP/Chief Product Officer,DE,1739,4244,5984,4241
Dec 2022,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,Benjamin Lyon,25773888921,Senior VP/Chief Technology Officer,DE,3744,747,4491,n.a
Dec 2022,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,Kevin P Clark,29958410959,Chairman/President/CEO,DE,1366,14736,16101,76686
Dec 2022,APTIV PLC (Delphi Automotive PLC prior to 12/2017),180113210967,JE00B783TY65,APTV,S&P 500,Automobiles & Parts,Republic Of Ireland,Joseph (Joe) R Massaro,5730627565,Senior VP/CFO,DE,1074,6483,7557,18649
Dec 2022,CALEDONIA MINING CORPORATION PLC (Caledonia Mining Corp prior to 03/2016),92489191,JE00BF0XVB15,CMCL,FTSE AIM,Mining,Jersey,Caxton Mangezi,11379503565,Vice President - Ops,DE,433,183,616,572
Dec 2022,CALEDONIA MINING CORPORATION PLC (Caledonia Mining Corp prior to 03/2016),92489191,JE00BF0XVB15,CMCL,FTSE AIM,Mining,Jersey,Maurice Mason,182058411118,Vice President - Corporate Development/Investor Relations,DE,304,128,433,216
Dec 2022,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Peter C Enns,14459457812,Executive VP/CFO,DE,2249,3249,5498,9552
Dec 2022,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Evan G Greenberg,416796384,Chairman/CEO,DE,8499,21645,30144,285873
Dec 2022,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,Paul J Krump,449509411,Division Vice Chairman,DE,3711,4428,8139,24901
Dec 2022,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,John W Keogh,52260712047,President/COO,DE,3897,9759,13656,82422
Dec 2022,CHUBB LTD (ACE Ltd prior to 01/2016),18581526,CH0044328745,CB,S&P 500,Insurance,Switzerland,John J Lupica,6801687959,Vice Chairman/Division President,DE,3504,7038,10542,58813
