Annual Report Year,Company Name,CompanyID*,ISIN,Ticker,Index,Sector,Country,Director Name,DirectorID*,Director Role,ED/SD,Direct Compensation,Equity Linked,Total Compensation,Total Wealth
Dec 2005,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Dinesh Chandra Paliwal,13002880,Executive VP,DE,1771,1400,3170,3179
Dec 2005,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Peter Smits,209058759,Executive VP,DE,1040,1477,2517,2791
Dec 2005,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Michel Roger Demaré,3548356371,CFO,DE,481,1259,1740,1735
Dec 2005,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Gary Glachan Steel,408735436,Head of HR,DE,823,1175,1998,1900
Dec 2005,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Doctor Ulrich Spiesshofer,52135811958,Head of Corporate Development,DE,69,864,933,991
Dec 2005,ABB LTD,14501792,CH0012221716,"ABB, ABBN","OMX Stockholm 30, SMI , Stoxx Europe 50",Engineering & Machinery,Switzerland,Manfred (Fred) Kindle,80099940,President/CEO,DE,1090,2182,3272,3246
Aug 2005,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,William (Bill) D Green,1609458155,CEO,DE,1871,2955,4826,2925
Aug 2005,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Diego Visconti,1609918165,Division Group Chief Executive,DE,1482,1745,3227,1462
Aug 2005,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Karl-Heinz Flöther,1609968165,Division Group Chief Executive,DE,1828,1781,3610,6092
Aug 2005,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Michael (Mike) G McGrath,3500725763,CFO,DE,2359,287,2645,n.a
Aug 2005,ACCENTURE PLC (Accenture Ltd prior to 09/2009),17713298,IE00B4BNMY34,ACN,"S&P 100, S&P 500",Software & Computer Services,Republic Of Ireland,Mark Foster,4804828652,Division Group Chief Executive,DE,1957,1819,3776,11982
Dec 2005,ALLEANZA ASSICURAZIONI SPA (De-listed 10/2009),32938073,"IT0000078193, IT0000078292",AL,,Banks,Italy,Ugo Ruffolo,142537959,MD/General Manager,DE,1690,n.a,1690,n.a
Dec 2005,ALLEANZA ASSICURAZIONI SPA (De-listed 10/2009),32938073,"IT0000078193, IT0000078292",AL,,Banks,Italy,Antoine M Bernheim,171925183,Vice Chairman,DE,42,n.a,42,n.a
Dec 2005,ALLEANZA ASSICURAZIONI SPA (De-listed 10/2009),32938073,"IT0000078193, IT0000078292",AL,,Banks,Italy,Doctor Amato Luigi Molinari,315377748,Chairman (Independent Director),DE,95,n.a,95,108
Dec 2005,ALLEANZA ASSICURAZIONI SPA (De-listed 10/2009),32938073,"IT0000078193, IT0000078292",AL,,Banks,Italy,Marco Casu,3690511824,General Manager,DE,808,n.a,808,n.a
Dec 2005,ALLEANZA ASSICURAZIONI SPA (De-listed 10/2009),32938073,"IT0000078193, IT0000078292",AL,,Banks,Italy,Sandro Panizza,4870019247,General Manager/CFO,DE,664,n.a,664,n.a
